Client_ID,Estimated_Income,Bank_Loans,Business_Lending,Credit_Card_Balance,Saving_Accounts,Checking_Accounts,Foreign_Currency_Account,Joined_Bank,Engagement Days,Income Band,Total_Loan,Processing_Fee,Nationality,Gender
IND53812,401144.86,384347.67,1387979.56,5276.19,292751.46,193732.59,19834.32,10/4/2021,5/7/1904,High,1777603.42,53328.1026,Asian,Male
IND96437,390058.27,121180,834960.88,2550.99,267598.29,624283.52,39935.45,4/1/2010,11/10/1915,High,958691.87,28760.7561,American,Female
IND40105,282275.52,521029.7,0,3753.34,60476.18,377400.82,10875.14,4/15/2013,10/26/1912,Mid,524783.04,15743.4912,European,Female
IND54599,261816.27,1836558.92,813538.43,4348.32,179262.47,133267.94,40575.97,2/3/2019,1/6/1907,Mid,2654445.67,79633.3701,Asian,Female
IND31887,118810.16,283417.37,622683.05,1707.58,214164.11,225493.79,29332.68,3/19/2003,11/23/1922,Mid,907808,27234.24,Australian,Male
IND54112,268884.36,231498.18,754235.32,3547.47,157381.84,388879.54,15193.64,9/20/2021,5/21/1904,Mid,989280.97,29678.4291,Asian,Female
IND75973,335526.8,1099840.76,1591725.84,5215.82,1452705.47,712727.07,81626.47,11/16/2003,3/26/1922,High,2696782.42,80903.4726,American,Male
IND67265,71153.12,262372.62,698882.86,1652.2,223841.34,103676.7,660.55,7/4/1995,8/8/1930,Low,962907.68,28887.2304,Asian,Female
IND92210,153042.86,1043974.9,287682.6,3839.02,352445.32,273390.03,4800.95,4/21/2020,10/20/1905,Mid,1335496.52,40064.8956,Asian,Male
IND37311,117573.89,1475007.59,2048937.8,7522.91,295704.82,369336.34,46731.9,4/19/2007,10/23/1918,Mid,3531468.3,105944.049,European,Male
IND93006,219948.15,217839.18,644919.11,4198.32,168088.34,125260.06,7758.07,10/11/2020,4/30/1905,Mid,866956.61,26008.6983,Asian,Female
IND50691,389746.08,386539.66,1909063.3,2219.9,405478.05,399704.54,51611.64,10/3/2007,5/9/1918,High,2297822.86,68934.6858,American,Female
IND60221,222185.79,865214.18,1331501.65,3824.24,353931.23,404810.33,23356.99,7/13/2013,7/29/1912,Mid,2200540.07,66016.2021,Australian,Female
IND50457,46631.31,151883.94,715134.11,3706.79,66558.95,56405.89,18299.42,11/4/2003,4/7/1922,Low,870724.84,26121.7452,European,Female
IND61531,45899.16,240303.96,47541.64,1080.37,30313.5,93779.23,15891.17,8/8/2020,7/3/1905,Low,288925.97,8667.7791,Asian,Female
IND55634,213562.55,356462.12,521049.18,4447.33,0,0,40259.33,5/21/2019,9/21/1906,Mid,881958.63,26458.7589,European,Female
IND73340,62265.14,141136.94,583342.47,2802.88,275176.83,239239.93,11120.96,10/23/2006,4/19/1919,Low,727282.29,21818.4687,American,Female
IND36571,77385.85,428019.96,745917.63,2914.84,143391.99,260712.72,526.26,1/4/2001,2/4/1925,Low,1176852.43,35305.5729,Australian,Male
IND48638,136921.89,345598.39,415285.4,954.86,87816.67,46463.85,476.61,12/8/1996,3/3/1929,Mid,761838.65,22855.1595,American,Male
IND17470,121124.02,370608.78,507670.96,7657.79,440971.92,317572.37,43959.38,5/11/2010,10/1/1915,Mid,885937.53,26578.1259,European,Male
IND90409,46065.04,286540.1,1111305.78,639.27,609559.24,173663.6,18316.96,6/15/2019,8/27/1906,Low,1398485.15,41954.5545,Asian,Male
IND37142,260944.03,500216.98,904332.08,327.85,81402.81,343955.55,32642.73,3/18/2013,11/23/1912,Mid,1404876.91,42146.3073,Australian,Male
IND88367,226151.9,446679.55,756362.75,1245.08,42546.52,117157.09,2120.34,2/4/2008,1/5/1918,Mid,1204287.38,36128.6214,African,Male
IND58182,126577.5,1203236.1,1055124,5217.3,100940.42,37805.4,56313.9,6/9/2004,9/1/1921,Mid,2263577.4,67907.322,African,Male
IND35165,249185.87,1252227.23,481759.11,4896.61,359536.13,1275715.39,33250.07,1/18/2016,1/22/1910,Mid,1738882.95,52166.4885,Asian,Female
IND24057,205494.12,1886976.73,1779026.34,311.45,246315.6,1544359.69,33050.06,9/29/2011,5/13/1914,Mid,3666314.52,109989.4356,European,Male
IND73753,27514.69,72751.46,367893.84,472.39,104755.51,289466.31,19041.59,9/18/1999,5/24/1926,Low,441117.69,13233.5307,African,Male
IND23130,292770.14,207917.14,437118.7,2913.12,60533.75,410398.33,20133.29,10/1/2021,5/10/1904,Mid,647948.96,19438.4688,Asian,Male
IND49045,198096.2,114777.98,1698348.54,6595.85,121478.52,732223.49,20052.03,6/10/2004,8/31/1921,Mid,1819722.37,54591.6711,Australian,Female
IND15747,362306.18,964779.41,1068649.97,7059.63,164360.77,1439912.69,23523.13,2/8/2002,1/1/1924,High,2040489.01,61214.6703,Australian,Male
IND20560,139988.22,935799.48,269082,2725.87,36600.89,26695.82,26586.85,11/9/2004,4/1/1921,Mid,1207607.35,36228.2205,Asian,Female
IND89128,33068.7,55472.27,256321.89,278.62,88817.88,28319.35,30365.66,10/24/2000,4/17/1925,Low,312072.78,9362.1834,European,Female
IND66207,174802.46,955717.01,499975.5,6168.37,1225362.35,448471.58,50727.61,8/5/2020,7/6/1905,Mid,1461860.88,43855.8264,European,Male
IND40294,61636.21,287448.7,99371.97,3175.48,26368.18,58137.53,9625.77,10/12/2020,4/29/1905,Low,389996.15,11699.8845,European,Female
IND90506,95092.11,101219.03,203476.06,6448.99,242851.81,338659.74,23398.06,4/8/2002,11/3/1923,Low,311144.08,9334.3224,Asian,Female
IND82575,137228.52,508536.52,900304.47,1433.48,171290.24,57594.48,7320.46,6/14/2020,8/27/1905,Mid,1410274.47,42308.2341,American,Female
IND22602,86940.95,216689.7,372413.2,2040.85,149247.72,210537.54,5029.06,8/4/2015,7/8/1910,Low,591143.75,17734.3125,African,Female
IND32945,248004.44,189579.46,2192573.71,577.38,85225.63,579477.77,13528.13,11/22/2006,3/20/1919,Mid,2382730.55,71481.9165,American,Female
IND24180,220337.08,744311,512965.6,1881.86,178176.13,109834.6,13489.86,10/15/2020,4/26/1905,Mid,1259158.46,37774.7538,Asian,Male
IND43809,338674.04,67113.14,952042.96,344.33,122943.88,309942.56,621.72,10/29/2007,4/13/1918,High,1019500.43,30585.0129,European,Female
IND86910,359289.6,993970.51,1492177.87,1015.11,203962.75,815055.82,38662.26,6/26/2021,8/15/1904,High,2487163.49,74614.9047,Asian,Male
IND17854,172210.31,1691022.41,848784.54,6019.43,116403.31,613521.72,23747.59,8/28/2010,6/14/1915,Mid,2545826.38,76374.7914,European,Male
IND82540,373315.24,1006783.09,510841.34,4560,323321.52,479567.81,62882.58,4/22/2009,10/19/1916,High,1522184.43,45665.5329,American,Male
IND26234,238756.39,75127.98,703736.44,6721.44,50565.9,184508.04,47314.26,8/30/1999,6/12/1926,Mid,785585.86,23567.5758,Asian,Female
IND38793,136993.01,328610.74,708248.46,2899.87,78083.96,308665.22,27069.73,4/22/2013,10/19/1912,Mid,1039759.07,31192.7721,European,Male
IND49322,104969.77,204480.31,191774.98,4486.6,440605.77,566160.1,57773.66,1/12/1996,1/28/1930,Mid,400741.89,12022.2567,European,Male
IND86286,55803.05,796661.79,716234.57,2337.38,411133.65,423364.17,35180.98,3/1/2016,12/10/1909,Low,1515233.74,45457.0122,Asian,Female
IND92223,59987.49,897469.78,1437562.08,920.08,242444.37,130256.65,17771.2,12/20/2014,2/20/1911,Low,2335951.94,70078.5582,American,Male
IND68280,70501.02,137866.3,371348.18,1113.16,180981.64,90959.4,12921.86,3/28/2003,11/14/1922,Low,510327.64,15309.8292,Asian,Male
IND87450,59768.75,116161,137838,1294,99658.79,46662.98,13589.2,7/5/2007,8/7/1918,Low,255293,7658.79,American,Male
IND51266,126495.38,298416.4,520962.55,2357.38,215806.28,188281.34,15867.16,6/5/2017,9/5/1908,Mid,821736.33,24652.0899,Asian,Male
IND68515,446770.81,866230.45,1156672.62,1504.63,482631.15,1969923.08,49155.13,12/4/2021,3/7/1904,High,2024407.7,60732.231,Asian,Male
IND22846,303829.69,314467.32,899282.95,2446.86,30440.52,20410.31,29712.24,4/17/2020,10/24/1905,High,1216197.13,36485.9139,European,Female
IND70559,56861.37,657736,1656805,324.05,316865.98,705282.33,16297.03,1/31/2019,1/9/1907,Low,2314865.05,69445.9515,European,Female
IND58661,266959.84,628014.58,509266.8,5225.56,173083.59,576945.31,941.98,12/25/1999,2/15/1926,Mid,1142506.94,34275.2082,Australian,Male
IND23121,162388.33,230956.27,1244204.71,418.61,65591.99,418221.75,459.43,8/3/2015,7/9/1910,Mid,1475579.59,44267.3877,Asian,Male
IND75610,152605.64,283293.42,265156.75,1094.21,195013.12,248563.24,25294.88,10/30/2020,4/11/1905,Mid,549544.38,16486.3314,European,Female
IND96933,455859.89,807653.9,524468.24,5386.42,243793.36,168842.14,65502.67,5/26/2011,9/16/1914,High,1337508.56,40125.2568,American,Male
IND59583,244722.66,805464.63,1591663.47,5268.25,293349.01,160539.26,20436.52,6/13/2001,8/28/1924,Mid,2402396.35,72071.8905,Australian,Female
IND64445,145929,642987.72,207783.03,209.58,211564.64,413585.02,39254.44,10/17/2012,4/24/1913,Mid,850980.33,25529.4099,Asian,Male
IND16141,340620.92,361330.66,1014594.79,1957.85,190213.08,344818.39,12113.47,3/21/2005,11/20/1920,High,1377883.3,41336.499,Australian,Male
IND16245,87756.88,378562.6,86328.58,611,29860.12,66138.09,20495.02,5/13/2008,9/28/1917,Low,465502.18,13965.0654,American,Female
IND51347,143783.2,222209.05,784376.32,1838.16,139151.59,373162.05,15997.32,12/17/2014,2/23/1911,Mid,1008423.53,30252.7059,European,Male
IND74826,94100.43,90544.73,273553.43,699.99,355684.47,218658.48,12835.21,3/14/2019,11/28/1906,Low,364798.15,10943.9445,European,Male
IND49841,247280.35,143660.95,400699.72,2403.72,59707.13,291254.28,15073.39,1/14/2008,1/26/1918,Mid,546764.39,16402.9317,Australian,Male
IND92294,331759.84,1000954.99,835541.25,2218.1,279596.55,324461.78,51420.14,8/24/2010,6/18/1915,High,1838714.34,55161.4302,American,Male
IND13248,67646.56,270694.94,238537,1407.58,14479.71,13010.75,8318.7,1/26/2010,1/14/1916,Low,510639.52,15319.1856,European,Male
IND78119,345696.55,717055.82,471020,1818.71,61895.92,113349.91,5289,10/31/2008,4/10/1917,High,1189894.53,35696.8359,American,Male
IND45023,112870.08,900385.93,1417066.08,799.18,526487.51,396419.17,28185.83,5/24/2021,9/17/1904,Mid,2318251.19,69547.5357,European,Female
IND25976,163505.32,768675.87,1126976.28,4321.13,447715.97,299786.73,55078,12/13/2021,2/27/1904,Mid,1899973.28,56999.1984,European,Female
IND39108,221165.78,782563.02,1253848.32,7306.48,430644.7,781992.61,20385.46,3/14/2015,11/28/1910,Mid,2043717.82,61311.5346,European,Male
IND16958,91667.36,257599.6,1143777.05,4658.15,110143.88,462564.09,38451.05,2/28/2017,12/11/1908,Low,1406034.8,42181.044,Asian,Female
IND26204,64318.5,535407.39,386056.89,5126.54,38355.82,55760.08,33785.07,6/13/2012,8/28/1913,Low,926590.82,27797.7246,Australian,Female
IND99025,47528.21,159111.39,705328.04,5525.3,170069.58,664271.79,56265.96,11/1/2000,4/9/1925,Low,869964.73,26098.9419,European,Female
IND54417,69757.28,438835.91,354068.52,3893.16,251025.34,113512.75,14741.62,7/18/2015,7/25/1910,Low,796797.59,23903.9277,American,Female
IND76613,89384.26,283922.73,608804.28,4683.42,18052.41,48933.28,51384.06,12/15/1995,2/25/1930,Low,897410.43,26922.3129,Australian,Male
IND77083,137924.08,613845.52,868018.98,3310.24,168226.43,158704.18,20991.26,10/5/2006,5/7/1919,Mid,1485174.74,44555.2422,European,Male
IND65802,54579.53,825130.85,1012159.8,4508.17,647997.38,332461.34,53996.2,1/5/2014,2/4/1912,Low,1841798.82,55253.9646,American,Female
IND80061,124234.27,153164.13,674567.26,1035.86,90781.66,205794.95,20133.1,7/9/2020,8/2/1905,Mid,828767.25,24863.0175,European,Female
IND68708,223989.18,637300.87,930966.78,5969.46,243687.25,146038.69,4696.38,5/7/2010,10/5/1915,Mid,1574237.11,47227.1133,European,Female
IND90486,236722.44,535361.91,283675.88,6535.2,154455.09,396038.7,11236.15,2/13/2007,12/27/1918,Mid,825572.99,24767.1897,Australian,Female
IND78396,280142.4,1094204.92,301544.21,2230.2,0,0,21942.14,6/24/2020,8/17/1905,Mid,1397979.33,41939.3799,European,Male
IND80646,77026.85,350098.74,543992.91,3224.84,470234.32,338963.14,47135.63,5/4/2009,10/7/1916,Low,897316.49,26919.4947,European,Male
IND61166,73475.15,203929.69,302462.78,2055.21,203562.95,305555.16,33945.6,5/26/2013,9/15/1912,Low,508447.68,15253.4304,Asian,Female
IND64879,193779.18,795551.65,331996.89,7686.69,386775.5,158329.15,41536.64,11/25/2020,3/16/1905,Mid,1135235.23,34057.0569,African,Male
IND59415,119101.35,740668.24,326036.59,216.91,130076.05,64933.3,37738.33,10/26/1999,4/16/1926,Mid,1066921.74,32007.6522,American,Male
IND97044,243077.73,222845.73,1738690.13,4071.31,389208.13,614245.26,15041.04,2/16/2000,12/24/1925,Mid,1965607.17,58968.2151,African,Male
IND68021,161778.27,856379.12,777518.52,2069.34,402636.12,445090.94,54605.23,10/21/2008,4/20/1917,Mid,1635966.98,49079.0094,European,Male
IND72946,135668.24,572186.71,243587.28,448.97,203823.18,264886.49,29308.26,11/25/2006,3/17/1919,Mid,816222.96,24486.6888,Asian,Female
IND58634,283534.13,307744.8,731803.38,1864.5,313248.13,284771.03,2139.06,1/3/2000,2/6/1926,Mid,1041412.68,31242.3804,European,Female
IND50985,187068.34,937917.29,1328572.47,4178.48,441091.22,298932.3,44780.25,10/26/2015,4/16/1910,Mid,2270668.24,68120.0472,Australian,Female
IND23452,26691.56,234570.75,127376.01,1493.72,108104.14,242882.76,17093.79,10/10/2001,5/1/1924,Low,363440.48,10903.2144,American,Female
IND77117,40920.84,516676.84,860302.06,889.71,76726.32,168894.43,8709.41,9/8/1996,6/2/1929,Low,1377868.61,41336.0583,European,Male
IND19327,42085.37,339248.29,624929.72,3804.62,65109.86,210456.11,45594.88,9/20/2020,5/21/1905,Low,967982.63,29039.4789,Asian,Male
IND96247,182270.3,122514.24,1109415.87,1620.66,104514.75,209738.48,20617.51,8/12/2009,6/29/1916,Mid,1233550.77,37006.5231,European,Female
IND40048,125120.17,498763.36,1029228.29,749.11,249264.52,512187.37,5281.37,6/6/2011,9/5/1914,Mid,1528740.76,45862.2228,Asian,Female
IND29312,121752.06,704962.44,600400.48,2465.89,150169.4,367000.53,42508.91,6/12/2001,8/29/1924,Mid,1307828.81,39234.8643,Asian,Male
IND91194,190491.93,1366594.52,916987.23,1403.68,382298.05,234607.22,8998.33,6/15/1995,8/27/1930,Mid,2284985.43,68549.5629,Australian,Female
IND29701,347932.8,257923.74,736855.82,622.3,152986.92,248798.88,41523.38,7/21/1996,7/21/1929,High,995401.86,29862.0558,African,Female
IND76758,183442.48,471206.78,311211.06,1993.28,138701.8,46412.44,45712.21,1/6/2008,2/3/1918,Mid,784411.12,23532.3336,European,Female
IND80021,74614.58,90295.51,131724.47,461.44,297799.72,135812.48,70.83,8/23/2009,6/18/1916,Low,222481.42,6674.4426,American,Male
IND90597,423137.74,584990.91,0,1116.9,641714.81,336161.6,40540.92,3/5/2011,12/7/1914,High,586107.81,17583.2343,American,Male
IND36038,126994.67,816538.67,1653331.26,918.84,563747.99,396667.03,19105.38,4/16/1999,10/26/1926,Mid,2470788.77,74123.6631,European,Female
IND65968,185416.36,793668.26,2623646.31,452.32,338808.8,600927.78,86244.38,8/14/2019,6/28/1906,Mid,3417766.89,102533.0067,European,Female
IND22142,296441.07,1423871.83,1595502.15,2740.79,288225.48,477452.62,32169.68,3/20/1996,11/21/1929,Mid,3022114.77,90663.4431,Asian,Female
IND32126,66888.63,213976.71,561056,2046.47,140744.39,227571.78,2146.06,6/10/2009,8/31/1916,Low,777079.18,23312.3754,European,Male
IND55096,178742.31,419469.23,706528.29,443.02,46664.44,115304.57,22403.6,9/2/2000,6/8/1925,Mid,1126440.54,33793.2162,European,Male
IND62447,88000.07,653528.89,138982.5,2354.22,397617.63,463174.66,9357.11,9/25/2007,5/17/1918,Low,794865.61,23845.9683,Asian,Female
IND68508,97918.08,782160.25,377680.39,1832.15,211869.92,286582.47,34597.18,4/2/2015,11/9/1910,Low,1161672.79,34850.1837,European,Male
IND69834,328810.06,94231.12,140591.25,3220.04,218902.43,305347.3,29725.7,9/22/2019,5/20/1906,High,238042.41,7141.2723,European,Female
IND45589,99113.71,247887.42,587505.15,4072.28,238939.51,164948.38,23459.81,7/7/2012,8/4/1913,Low,839464.85,25183.9455,European,Male
IND64345,172352.72,172387.01,677016.23,2762.38,53435.43,19762.75,7493.64,12/16/2002,2/24/1923,Mid,852165.62,25564.9686,Asian,Male
IND77099,170998.97,1354308.34,1687910.84,6876.87,542655.48,300662.66,38218.95,10/23/2020,4/18/1905,Mid,3049096.05,91472.8815,European,Female
IND23075,357944.04,1687860.5,1512885.92,9837.83,48750.67,123942.38,49768.88,7/10/2005,8/1/1920,High,3210584.25,96317.5275,Australian,Male
IND95786,207395.96,593839.33,1942767.02,7882.74,782164.15,376529.71,66350.34,7/10/2014,8/2/1911,Mid,2544489.09,76334.6727,European,Female
IND30950,41423.42,503119.15,887127.67,793.34,6356.18,32737.54,19520.45,11/22/2000,3/19/1925,Low,1391040.16,41731.2048,Asian,Male
IND22467,143170.19,900692.86,992065.8,243.35,0,0,19859.8,12/18/1999,2/22/1926,Mid,1893002.01,56790.0603,American,Female
IND61104,199127.91,347902.54,1500775.1,5785.64,319668.23,148913.77,20108.74,9/5/1996,6/5/1929,Mid,1854463.28,55633.8984,African,Male
IND31340,197866.91,642385.05,1158750.14,2800.28,28738.64,185632.34,12558.34,5/18/2009,9/23/1916,Mid,1803935.47,54118.0641,European,Male
IND97227,71724.65,557275.17,887492.13,1142.41,67179.86,22308.67,30545.45,11/11/2008,3/30/1917,Low,1445909.71,43377.2913,American,Female
IND51772,433015.61,1396318.38,1980823.97,1419.3,0,0,34695.58,4/14/2005,10/27/1920,High,3378561.65,101356.8495,Australian,Male
IND97733,236954.14,742124.15,1824725.34,4829.32,107263.21,101546.52,22040.11,3/5/2009,12/6/1916,Mid,2571678.81,77150.3643,European,Female
IND94420,347506.83,1077668.47,1801444.09,5535.39,50252.4,218037.27,35022.86,9/3/2002,6/8/1923,High,2884647.95,86539.4385,Asian,Male
IND23132,81404.69,171160.8,255239.99,977.71,66149.17,116693.46,6541.15,2/17/2020,12/23/1905,Low,427378.5,12821.355,European,Female
IND37935,184463.57,1013173.15,1447952.71,8958.2,641447.57,546035.12,38482.78,3/15/2000,11/26/1925,Mid,2470084.06,74102.5218,African,Female
IND82385,286833.79,689264.8,473631.36,4559.81,60793.63,86443.16,33450.56,6/9/2006,9/2/1919,Mid,1167455.97,35023.6791,Asian,Male
IND70540,234921.33,1236125.79,534266.84,7956.3,363970.6,706531.17,73406.25,1/1/2017,2/7/1909,Mid,1778348.93,53350.4679,European,Female
IND64051,54580.1,985812.95,1004302.95,6272.78,539466.02,673708.72,36491.59,4/11/2020,10/30/1905,Low,1996388.68,59891.6604,European,Female
IND29216,243019.98,130808.17,654628.52,985.29,72267.87,400347.58,30474.44,11/2/2013,4/8/1912,Mid,786421.98,23592.6594,Asian,Female
IND50658,66144.86,247173.7,738236.51,1875.46,151039.24,222413.88,30576.69,2/20/2012,12/20/1913,Low,987285.67,29618.5701,European,Female
IND98869,44231.62,448474.88,198561.45,778.03,124557.81,169667.94,7243.92,7/27/2003,7/16/1922,Low,647814.36,19434.4308,European,Female
IND26568,262208.39,53339.6,662886.04,634.14,338505.45,191829.59,22809.18,2/3/2007,1/6/1919,Mid,716859.78,21505.7934,Asian,Female
IND21009,162116.96,317002.4,1065429.56,2642.12,183112.1,334361.51,15214.68,9/10/2006,6/1/1919,Mid,1385074.08,41552.2224,European,Female
IND21838,98690.55,1579301.37,1242582.1,2657.13,88171.27,228029.14,100465.97,10/29/2009,4/12/1916,Low,2824540.6,84736.218,African,Female
IND17701,82414.38,244323.64,487931.11,117.82,54500.05,96968.14,16683.57,8/1/2006,7/11/1919,Low,732372.57,21971.1771,European,Female
IND95185,333873.97,976021.92,587022.39,2673.45,68229.4,169163.79,48750.73,8/20/2016,6/21/1909,High,1565717.76,46971.5328,European,Male
IND99321,101280.4,0,442229.94,4111.52,41406.83,117444.82,34137.76,2/21/2011,12/19/1914,Mid,446341.46,13390.2438,Asian,Male
IND93185,62546.72,329800.06,295167.65,2793.88,61208.7,217451.94,11470.46,5/29/2013,9/12/1912,Low,627761.59,18832.8477,European,Female
IND43584,323196.7,235971.06,1743999.58,4821.4,146845.85,328993.2,40135.69,7/20/2006,7/23/1919,High,1984792.04,59543.7612,European,Male
IND19265,163975.08,514321.28,675986.97,908.41,43564.41,118812.02,16099,10/9/2018,5/3/1907,Mid,1191216.66,35736.4998,Asian,Male
IND81391,402718.11,363138.89,693155.05,4112.85,341354.28,339266.48,21843.91,6/18/2005,8/23/1920,High,1060406.79,31812.2037,European,Male
IND31357,192479.87,181420.65,292596.77,7111.72,177840.43,808365.6,499.49,10/8/2007,5/4/1918,Mid,481129.14,14433.8742,American,Male
IND73056,227250.89,251052.6,695101,3155.84,1112372.37,697244.01,37511.82,5/7/2016,10/4/1909,Mid,949309.44,28479.2832,African,Female
IND70935,76171.91,629673.7,921513.13,4554.03,302426.04,135872.57,15128.28,7/26/2017,7/16/1908,Low,1555740.86,46672.2258,Asian,Female
IND52716,50643.44,488341.35,59911.11,79.07,63554.17,32425.6,17281.85,4/30/2013,10/11/1912,Low,548331.53,16449.9459,European,Female
IND22605,198506.33,292235.24,654069.52,2544.55,0,0,46739.22,7/31/2005,7/11/1920,Mid,948849.31,28465.4793,Asian,Male
IND55690,85031.17,346606.26,0,677.17,44944.65,252224.88,7376.94,11/1/2021,4/9/1904,Low,347283.43,10418.5029,European,Female
IND13395,364513.86,63118.15,1005176.25,4294.49,80479.13,394070.24,26637.14,11/2/2019,4/9/1906,High,1072588.89,32177.6667,European,Male
IND51390,287767.5,417783.64,893733.13,4195.26,109531.63,644303.7,28074.74,11/2/2018,4/9/1907,Mid,1315712.03,39471.3609,European,Female
IND45563,132163.92,340874.83,154235.34,1988.56,83507.8,358422.56,4649,8/11/2001,6/30/1924,Mid,497098.73,14912.9619,European,Male
IND39191,19831.49,397362.7,270674.58,929.98,41290.6,25412.12,9690.27,4/5/2001,11/5/1924,Low,668967.26,20069.0178,European,Female
IND15088,67454.44,202973.22,460614.28,2850.42,182421.17,197330.6,29202.53,3/14/2013,11/27/1912,Low,666437.92,19993.1376,European,Male
IND36682,117770.23,1170149.44,1166836.17,4949.74,113859.8,162656.85,19534.49,9/2/2021,6/8/1904,Mid,2341935.35,70258.0605,European,Male
IND52986,403281.51,553744.38,1732498.89,5223.4,236227.92,313393.74,5801.48,11/4/2015,4/7/1910,High,2291466.67,68744.0001,Asian,Female
IND61440,71031.74,543903.54,604293.01,1934.52,593637.31,891070.5,25402.04,11/13/2003,3/29/1922,Low,1150131.07,34503.9321,European,Female
IND99015,102785.76,1291456.9,1918724.26,3640.37,267365.08,148636.86,108374.26,12/18/2012,2/21/1913,Mid,3213821.53,96414.6459,European,Female
IND54373,284195.29,829864.07,1967482.98,4595.81,400790.44,240078.84,15438.15,10/13/2009,4/28/1916,Mid,2801942.86,84058.2858,American,Male
IND87901,28916.56,411663.3,312349.9,2537.17,316391.24,322970.26,29204.91,10/17/2006,4/25/1919,Low,726550.37,21796.5111,Australian,Female
IND64411,230426.15,381936.29,660537.15,1326.59,196879,76650.8,13577.81,8/28/2010,6/14/1915,Mid,1043800.03,31314.0009,African,Male
IND51179,358617.17,735813.67,882359.83,1597.4,320430,315867.47,740.91,11/4/2005,4/6/1920,High,1619770.9,48593.127,European,Male
IND74150,21970.97,258938.79,116205.76,204.71,80997.51,108595.82,8921.12,3/29/2020,11/12/1905,Low,375349.26,11260.4778,European,Male
IND71806,157903.39,222678.45,995856.75,1723.95,19377.62,54605.64,21003.39,4/21/2010,10/21/1915,Mid,1220259.15,36607.7745,Asian,Female
IND92305,27469.92,472794.65,123411.3,2995.14,124934.34,233680.38,30842.04,4/21/2018,10/21/1907,Low,599201.09,17976.0327,African,Female
IND50530,150224.49,48561.78,405905.02,10.68,72661.89,120894.7,78.87,3/5/2017,12/6/1908,Mid,454477.48,13634.3244,Australian,Male
IND23766,222977.36,278909.21,1256329.17,5567.23,344331.76,497151.95,34701.18,11/23/2004,3/18/1921,Mid,1540805.61,46224.1683,African,Female
IND51999,53692.16,492002.97,1918772.63,3485.44,569658.01,511597.63,35765.61,11/7/2011,4/4/1914,Low,2414261.04,72427.8312,Asian,Male
IND74286,315625.9,173071.87,413073.87,3854.92,107602.85,349743.33,21933.25,8/7/2010,7/5/1915,High,590000.66,17700.0198,Asian,Male
IND96410,68785.31,452592.97,716674.82,1473.24,23182.76,40379.8,5537.85,8/25/2001,6/16/1924,Low,1170741.03,35122.2309,Asian,Female
IND19975,44664.01,861778.17,1149200.02,155.9,176275.34,417263.04,36125.73,3/31/2010,11/11/1915,Low,2011134.09,60334.0227,American,Female
IND33502,102662.31,890491.39,432845.77,6378.37,60838.02,36543.14,31572.04,1/3/2017,2/5/1909,Mid,1329715.53,39891.4659,European,Female
IND66341,336627.38,257342.64,1803174.89,740.09,321053.81,1059031.68,30243.78,1/10/2019,1/30/1907,High,2061257.62,61837.7286,European,Female
IND70050,388550.52,2381138.32,2238560.25,8095.65,582506.09,276889.41,74882.81,11/3/2012,4/7/1913,High,4627794.22,138833.8266,Asian,Female
IND96601,335346.96,543866.64,701015.64,3055.77,306512.39,269963.49,31149.36,10/1/2020,5/10/1905,High,1247938.05,37438.1415,European,Female
IND95215,424394.33,1200805.46,1717982.32,2730.98,712214.55,276991.56,37754.4,6/2/2019,9/9/1906,High,2921518.76,87645.5628,European,Male
IND77741,256234.92,1677991.21,1427372.62,6906.18,540876.39,649422.77,58327.15,11/13/2006,3/29/1919,Mid,3112270.01,93368.1003,European,Female
IND80280,36030.3,530279.44,599993.75,1219.38,54675.47,160313.88,18631.01,12/13/1996,2/26/1929,Low,1131492.57,33944.7771,European,Female
IND41934,199546.53,975487.5,2038248.79,4383.23,286209.11,243981.53,7917.75,9/12/2003,5/30/1922,Mid,3018119.52,90543.5856,Asian,Male
IND90650,79425.62,487050.58,510896.6,614.92,496253.48,199599.19,32646.39,12/4/2002,3/8/1923,Low,998562.1,29956.863,Asian,Male
IND94273,37600.42,250595.95,389519.56,821.54,159495.26,234336.47,14215.34,6/17/2013,8/24/1912,Low,640937.05,19228.1115,European,Male
IND44029,222815.17,961006.42,912686.23,4068.8,46468.89,29724.24,42918.9,5/3/2003,10/9/1922,Mid,1877761.45,56332.8435,Asian,Male
IND45063,141963.47,599113.56,413357.88,1073.26,332242.25,425951.61,24756.85,11/16/2020,3/25/1905,Mid,1013544.7,30406.341,European,Female
IND70183,75807.36,647520.73,414144.95,3280.38,14769.21,20395.58,23382.82,3/18/2005,11/23/1920,Low,1064946.06,31948.3818,European,Male
IND35875,196216.48,1520782.98,1208409.05,5982.17,94543.81,300623.18,43542.99,12/16/2003,2/24/1922,Mid,2735174.2,82055.226,American,Female
IND75766,397676.18,772691.72,1114325.48,10269.45,572699.43,309753.3,89158.1,4/1/2019,11/10/1906,High,1897286.65,56918.5995,European,Male
IND52274,95884.87,49153.64,998314.12,443.58,144184.6,543553.07,7199.22,1/29/2019,1/11/1907,Low,1047911.34,31437.3402,European,Female
IND25512,170389.44,566788.22,1866373.72,6518.7,160023.15,1118367.14,316.19,12/10/1996,3/1/1929,Mid,2439680.64,73190.4192,African,Male
